,time,r1i1p1f1,r2i1p1f1,r3i1p1f1,r4i1p1f1,r5i1p1f1
306,2040-07-16,294.47037,293.12228,291.88763,292.67377,292.2062
307,2040-08-16,295.34836,292.7379,293.66467,291.96167,292.96295
308,2040-09-16,291.34473,290.78314,289.52448,289.83246,290.51352
309,2040-10-16,287.31284,288.25122,287.0321,286.29373,286.88022
310,2040-11-16,284.1115,284.97418,282.30783,282.97348,283.14337
311,2040-12-16,281.8573,279.88763,281.43573,281.55478,279.84903
312,2041-01-16,279.35803,279.49625,279.93982,279.72815,281.34857
313,2041-02-15,278.58765,278.94922,277.98972,278.3032,281.87714
314,2041-03-16,279.04642,278.6323,281.0555,278.9907,281.3421
315,2041-04-16,281.9005,282.84528,282.26627,282.66635,282.4381
316,2041-05-16,286.0162,284.13974,285.84018,286.92142,284.9184
317,2041-06-16,290.5563,290.37845,290.2424,291.4472,289.08325
318,2041-07-16,294.79797,293.65637,292.56607,292.29913,292.39203
319,2041-08-16,294.00653,292.8092,292.6616,291.49222,292.8566
320,2041-09-16,291.33844,290.81323,290.24606,291.45517,291.0172
321,2041-10-16,289.9042,289.53006,287.12695,289.2756,287.48837
322,2041-11-16,286.36075,284.78427,283.8055,283.5678,284.3269
323,2041-12-16,278.61557,281.25717,281.80396,281.28006,279.0702
324,2042-01-16,281.19373,282.9745,282.02487,279.82498,277.20212
325,2042-02-15,280.41083,281.4634,280.82068,279.34793,277.4384
326,2042-03-16,282.626,281.34793,278.78522,280.7246,278.71658
327,2042-04-16,282.5286,283.03638,282.8509,282.32092,280.5237
328,2042-05-16,286.4425,286.79355,286.6451,286.65558,284.8567
329,2042-06-16,288.17007,290.84045,288.8113,290.97202,292.10583
330,2042-07-16,291.71405,293.1316,291.94675,292.67828,293.3076
331,2042-08-16,294.1428,292.98288,293.85843,293.9186,294.6145
332,2042-09-16,290.3319,291.3417,291.40326,290.8703,290.3406
333,2042-10-16,286.31406,288.38348,287.4173,288.26965,288.7971
334,2042-11-16,283.10684,283.79282,284.55304,283.21753,284.6521
335,2042-12-16,280.87988,280.83295,281.69864,280.96317,279.22128
336,2043-01-16,279.87222,277.546,279.9378,277.80994,279.93597
337,2043-02-15,282.12924,278.01926,281.28983,276.35226,280.5824
338,2043-03-16,282.00687,280.8479,279.59573,278.81888,279.94482
339,2043-04-16,283.37186,282.78186,284.0173,280.17035,281.46796
340,2043-05-16,288.05023,288.1999,285.06052,282.93646,284.99753
341,2043-06-16,291.01038,291.47653,288.7815,287.31708,288.59192
342,2043-07-16,293.61847,292.76022,291.79208,290.76215,291.44885
343,2043-08-16,295.76602,294.04868,293.3017,292.6149,292.07117
344,2043-09-16,292.5028,291.6017,291.3721,292.6601,289.38287
345,2043-10-16,287.25616,289.40256,287.8748,286.8475,287.46127
346,2043-11-16,283.7966,285.56677,282.78946,282.69263,284.24747
347,2043-12-16,282.06543,282.06708,280.0377,280.19696,281.63577
348,2044-01-16,281.32144,279.65903,281.34583,278.87628,279.22604
349,2044-02-15,278.83615,280.03455,280.44067,278.95148,277.68195
350,2044-03-16,279.9455,280.94257,281.12335,278.71976,279.19382
351,2044-04-16,281.83563,283.67682,284.34464,284.0937,282.39822
