,time,r1i1p1f1
997,2098-02-15,281.51547
998,2098-03-16,281.08105
999,2098-04-16,285.5668
1000,2098-05-16,288.87183
1001,2098-06-16,291.67474
1002,2098-07-16,295.01077
1003,2098-08-16,295.38568
1004,2098-09-16,292.147
1005,2098-10-16,289.09518
1006,2098-11-16,286.64713
1007,2098-12-16,283.365
1008,2099-01-16,282.0133
1009,2099-02-15,280.70123
1010,2099-03-16,281.62292
1011,2099-04-16,284.4976
1012,2099-05-16,286.46875
1013,2099-06-16,292.54382
1014,2099-07-16,295.8888
1015,2099-08-16,294.1114
1016,2099-09-16,292.81894
1017,2099-10-16,291.6228
1018,2099-11-16,285.74274
1019,2099-12-16,281.1494
1020,2100-01-16,281.66312
1021,2100-02-15,282.89154
1022,2100-03-16,282.5368
1023,2100-04-16,283.75882
1024,2100-05-16,287.55817
1025,2100-06-16,292.1154
1026,2100-07-16,293.31406
1027,2100-08-16,295.84976
1028,2100-09-16,292.21722
1029,2100-10-16,288.22006
1030,2100-11-16,284.8258
1031,2100-12-16,281.0869
