,time,r1i1p1f1
996,2098-01-15,281.35452
997,2098-02-14,279.01837
998,2098-03-15,282.24954
999,2098-04-15,284.3187
1000,2098-05-15,285.78397
1001,2098-06-15,293.4424
1002,2098-07-15,294.9724
1003,2098-08-15,295.64697
1004,2098-09-15,294.0378
1005,2098-10-15,290.76523
1006,2098-11-15,285.61316
1007,2098-12-15,283.21225
1008,2099-01-15,282.72446
1009,2099-02-14,281.93143
1010,2099-03-15,283.28262
1011,2099-04-15,285.44598
1012,2099-05-15,286.89398
1013,2099-06-15,291.31265
1014,2099-07-15,296.0323
1015,2099-08-15,294.1062
1016,2099-09-15,292.97144
1017,2099-10-15,290.88776
1018,2099-11-15,284.99188
1019,2099-12-15,281.49106
1020,2100-01-15,281.4668
1021,2100-02-14,280.84732
1022,2100-03-15,282.4996
1023,2100-04-15,285.45496
1024,2100-05-15,286.08566
1025,2100-06-15,288.27295
1026,2100-07-15,291.466
1027,2100-08-15,293.57352
1028,2100-09-15,293.36176
1029,2100-10-15,288.49307
1030,2100-11-15,283.22556
1031,2100-12-15,282.92123
